qid	cid	question_category	question_subject	question	comment	comment_gold
Q73	Q73_C3	Doha Shopping	What will be the best gift for women this christmas ?	"Christmas is around a corner. Then If we think about the gifts then If we want to ""Gift For Her""(mother, sister, girls, girlfriends, wife) then what will be the best options like jewelries, dress, gift cards, ring, diamonds, make up kit etc."	IPhone 5...	Good
Q73	Q73_C4	Doha Shopping	What will be the best gift for women this christmas ?	"Christmas is around a corner. Then If we think about the gifts then If we want to ""Gift For Her""(mother, sister, girls, girlfriends, wife) then what will be the best options like jewelries, dress, gift cards, ring, diamonds, make up kit etc."	It would be better to be specific that whom you are gonna present a gift. because women at different ages have different tastes	Good
Q73	Q73_C5	Doha Shopping	What will be the best gift for women this christmas ?	"Christmas is around a corner. Then If we think about the gifts then If we want to ""Gift For Her""(mother, sister, girls, girlfriends, wife) then what will be the best options like jewelries, dress, gift cards, ring, diamonds, make up kit etc."	"I think chocolates and money are very common gift but . If we think about the jewelry and pendant , necklace or ring etc ,May be best gift for women . I think jewelries are most beautiful things that women will definitely love . <img src=""http://images.doba.com/products/3863/mod_images_image_czsetliezel.jpg"" height=""250"" width=""250""> I found it at <a href=""http://ergode.com/christmas/gift-for-her"" rel=""dofollow"">Christmas gift for her</a> section of ergode."	Good
Q73	Q73_C6	Doha Shopping	What will be the best gift for women this christmas ?	"Christmas is around a corner. Then If we think about the gifts then If we want to ""Gift For Her""(mother, sister, girls, girlfriends, wife) then what will be the best options like jewelries, dress, gift cards, ring, diamonds, make up kit etc."	There are too many gift offers by some awesome skincare brands like http://www.dermology.us/ and http://www.defensesoap.com/ in this Christmas. I got one and presented it to my mother. This can be an option as women are most likely to appreciate it.	Good
Q78	Q78_C1	Life in Qatar	Mixed info re driving licence	Before everyone shouts at me - I did a search and the info seems to be a bit old.(2006-2007) So at the risk of being ridiculed - can I just ask a simple question? Can I rent a car with an international driving license while waiting for my residency permit? Even if I have been here longer than 7 days? Its all very confusing!	I came to Qatar and rent a car with my International Driving license until my RP was ready,if u want I can give you the office name i rented the car from. So irresponsible answers from the mentioned person should be ignored. Good luck my friend , Enjoy Qatar it is a lovely country.	Good
Q78	Q78_C2	Life in Qatar	Mixed info re driving licence	Before everyone shouts at me - I did a search and the info seems to be a bit old.(2006-2007) So at the risk of being ridiculed - can I just ask a simple question? Can I rent a car with an international driving license while waiting for my residency permit? Even if I have been here longer than 7 days? Its all very confusing!	Hello friend,you can rent a car no problem... But becarefull with radars and traffic camera s Welcome to Qatar and enjoy its beauty.	Good
Q78	Q78_C3	Life in Qatar	Mixed info re driving licence	Before everyone shouts at me - I did a search and the info seems to be a bit old.(2006-2007) So at the risk of being ridiculed - can I just ask a simple question? Can I rent a car with an international driving license while waiting for my residency permit? Even if I have been here longer than 7 days? Its all very confusing!	yes no problem. i used my international licence for 10 months with a rental. even had an accident and had no problem at traffic dept with that licence.	Good
Q78	Q78_C4	Life in Qatar	Mixed info re driving licence	Before everyone shouts at me - I did a search and the info seems to be a bit old.(2006-2007) So at the risk of being ridiculed - can I just ask a simple question? Can I rent a car with an international driving license while waiting for my residency permit? Even if I have been here longer than 7 days? Its all very confusing!	Yes no problem, did exactly that when we arrived, but make sure you convert to a Qatari Driving license as soon as your RP is processed	Good
Q79	Q79_C1	Family Life in Qatar	Fee structure for the 4th child and above	Please share your experience: If a person sending his 6 kids in a same school, what will be the fee for the 4th, 5th and 6th child. In some cases even more.	Thanks a lot	Bad
Q97	Q97_C1	Doha Shopping	NEW Sewing Machine Wanted	Hi Am looking for a sewing machine (preferably BROTHERS or SINGER). I searched a few shopping malls and almost all the malls have both BROTHERS and SINGER made in CHINA..... Can some one help me locate a shop where i can get a sewing machine made anywhere else other than China!! (People say Japan / Korea make are good..) Cheers:) Edd	"I remember seeing a shop somewhere near to Doha City... I think they are the dealers of Brother Sweing Machine... <a href=""http://s434.photobucket.com/albums/qq67/formattedsoul/?action=view&current=0003.gif"" target=""_blank""><img src=""http://i434.photobucket.com/albums/qq67/formattedsoul/0003.gif"" border=""0"" alt=""Photobucket""></a>"	Good
Q97	Q97_C2	Doha Shopping	NEW Sewing Machine Wanted	Hi Am looking for a sewing machine (preferably BROTHERS or SINGER). I searched a few shopping malls and almost all the malls have both BROTHERS and SINGER made in CHINA..... Can some one help me locate a shop where i can get a sewing machine made anywhere else other than China!! (People say Japan / Korea make are good..) Cheers:) Edd	"Thats just on the Clock roundabout next to the Music Store. <img src=""http://www.qatarliving.com/files/images/Da.gif"">"	Good
Q97	Q97_C5	Doha Shopping	NEW Sewing Machine Wanted	Hi Am looking for a sewing machine (preferably BROTHERS or SINGER). I searched a few shopping malls and almost all the malls have both BROTHERS and SINGER made in CHINA..... Can some one help me locate a shop where i can get a sewing machine made anywhere else other than China!! (People say Japan / Korea make are good..) Cheers:) Edd	Fredoni - Singer : Clock Roundabout	Good
Q102	Q102_C1	Doha Shopping	where can i do alter bottom of my jeans......?????help guys	hey...guys i want to alter bottom of my jeans it is lil bit long...so i want exactly same as original one...if i go to any local tailor they do but not as the original... if u cant see the end of jeans it looks kinda weird...i want it noticable. brands r Lee n Wrangler any showroom here if they do...plzz do let me know...ASAP guys ive to wear it on friday...!!	Alteration is done only when you buy a new jeans from the retailers. Only option is to go to local tailors.	Good
Q102	Q102_C3	Doha Shopping	where can i do alter bottom of my jeans......?????help guys	hey...guys i want to alter bottom of my jeans it is lil bit long...so i want exactly same as original one...if i go to any local tailor they do but not as the original... if u cant see the end of jeans it looks kinda weird...i want it noticable. brands r Lee n Wrangler any showroom here if they do...plzz do let me know...ASAP guys ive to wear it on friday...!!	once i gave my jeans to LEE..they did exactly original as i want...but in india. now i bought jeans from this stupid LULU....i asked thm will guys do alteration like original one....they said no we do only local alteration. i dont wanna spoil my jeans on their hands....prob is i dont know where is LEE or Wrangler here in doha........if u guys know where is these showrooms let me know. ive checked CC but dint find any LEE shop.	Good
Q102	Q102_C5	Doha Shopping	where can i do alter bottom of my jeans......?????help guys	hey...guys i want to alter bottom of my jeans it is lil bit long...so i want exactly same as original one...if i go to any local tailor they do but not as the original... if u cant see the end of jeans it looks kinda weird...i want it noticable. brands r Lee n Wrangler any showroom here if they do...plzz do let me know...ASAP guys ive to wear it on friday...!!	wrongside, To hell with ur thinking..I feel like to abuse u in the main forum..but i can't degrade myself for the people like u..take care of ur own sis n mom or other female members if they too go for alteration..shame on u!!!	Bad
Q103	Q103_C1	Family Life in Qatar	Starting nursery	We might be moving to Qatar next year, and I was wondering, I would like to have my kids in a nursery, can they start in the middle of the year, or do they have to wait until august?	From what i know, Nurserys are available all year round. If its a kindergarden, some close in summer . However some provide summer programs for the kids who stay in Doha, but you would need to register before the available positions fill up.	Good
Q103	Q103_C3	Family Life in Qatar	Starting nursery	We might be moving to Qatar next year, and I was wondering, I would like to have my kids in a nursery, can they start in the middle of the year, or do they have to wait until august?	you wont have any problem getting a nursery here for your child.	Good
Q103	Q103_C5	Family Life in Qatar	Starting nursery	We might be moving to Qatar next year, and I was wondering, I would like to have my kids in a nursery, can they start in the middle of the year, or do they have to wait until august?	USAexpat.....wrong completely....thats not how it works.	Bad
